Date and Time,Temperature,Relative Humidity,PM2.5,TVOC,CO2,Air Pressure,Ozone,NO2,House,Calibration
25/02/2019 17:00,20.7,59.64,67.42,31.92,644.1,1027.73,33.96,417.92,2,1
25/02/2019 18:00,20.7,59.64,67.8,56.3,740.13,1027.78,53.36,715.61,2,1
25/02/2019 19:00,21,59.93,66.83,69.08,975.22,1028.03,53.28,713.63,2,1
25/02/2019 20:00,21.6,59.69,77.67,82.17,1188.3,1028.34,51.67,689.21,2,1
25/02/2019 21:00,22.4,62.7,170.57,181.12,1339.77,1028.46,47.09,612.65,2,1
25/02/2019 22:00,23,64.74,193.48,465.42,1569.7,1028.69,46.78,604.99,2,1
25/02/2019 23:00,23.3,63.56,135.48,397.85,1481.17,1028.58,47.57,618.72,2,1
26/02/2019 00:00,23.5,61.43,95.44,351.92,1538.08,1028.51,48.91,643.02,2,1
26/02/2019 01:00,23.7,60.47,79.68,269.4,1486.12,1027.99,49.7,657.05,2,1
26/02/2019 02:00,23.8,61.28,72.65,244.8,1928.97,1027.64,50.05,660.94,2,1
26/02/2019 03:00,23.5,63.83,68.28,279.15,2720.67,1027.18,50.89,669.47,2,1
26/02/2019 04:00,23.4,65.1,64.23,295.89,2840.37,1027.08,51.07,670.4,2,1
